return_id,order_id,reason,return_attempt_hour,pickup_available
RET00680,ORD009107,wrong size,23,False
RET00681,ORD002928,counterfeit suspected,22,True
RET00682,ORD004167,counterfeit suspected,21,True
RET00683,ORD008307,color mismatch,23,False
RET00684,ORD008605,not as shown,17,False
RET00685,ORD005548,not as shown,20,False
RET00686,ORD009099,damaged,12,True
RET00687,ORD008193,color mismatch,8,True
RET00688,ORD004235,wrong size,23,True
RET00689,ORD007075,color mismatch,16,True
RET00690,ORD009370,color mismatch,9,True
RET00691,ORD006764,quality issue,14,True
RET00692,ORD001956,not as shown,7,False
RET00693,ORD000698,color mismatch,17,False
RET00694,ORD008368,color mismatch,13,False
RET00695,ORD009611,damaged,15,False
RET00696,ORD008708,wrong size,6,False
RET00697,ORD008130,damaged,16,False
RET00698,ORD001120,changed mind,13,True
RET00699,ORD005964,damaged,2,False
RET00700,ORD006094,changed mind,22,True
RET00701,ORD001417,color mismatch,9,False
RET00702,ORD009736,not as shown,0,True
RET00703,ORD006988,quality issue,10,False
RET00704,ORD004174,color mismatch,8,True
RET00705,ORD009640,wrong size,3,True
RET00706,ORD005717,damaged,4,False
RET00707,ORD000435,damaged,18,True
RET00708,ORD002220,not as shown,10,True
RET00709,ORD000450,changed mind,5,False
RET00710,ORD003867,counterfeit suspected,22,True
RET00711,ORD008656,not as shown,23,False
RET00712,ORD001950,changed mind,11,False
RET00713,ORD008530,not as shown,12,True
RET00714,ORD005331,counterfeit suspected,16,False
RET00715,ORD004545,not as shown,0,True
RET00716,ORD004749,counterfeit suspected,21,True
RET00717,ORD004758,quality issue,5,False
RET00718,ORD002421,not as shown,16,False
RET00719,ORD002829,color mismatch,23,True
RET00720,ORD003765,not as shown,9,False
RET00721,ORD000123,damaged,6,False
RET00722,ORD005791,counterfeit suspected,15,False
RET00723,ORD007268,damaged,6,False
RET00724,ORD000287,wrong size,12,False
RET00725,ORD008361,changed mind,3,True
RET00726,ORD002732,wrong size,14,True
RET00727,ORD000952,damaged,20,False
RET00728,ORD002356,counterfeit suspected,23,False
RET00729,ORD007910,damaged,15,True
RET00730,ORD001542,damaged,8,False
RET00731,ORD003346,color mismatch,3,False
RET00732,ORD006149,wrong size,15,True
RET00733,ORD006231,quality issue,9,True
RET00734,ORD005260,not as shown,9,False
RET00735,ORD002678,counterfeit suspected,8,False
RET00736,ORD007467,quality issue,18,False
RET00737,ORD000533,counterfeit suspected,19,False
RET00738,ORD000242,not as shown,12,True
RET00739,ORD002502,damaged,13,False
RET00740,ORD000557,color mismatch,4,True
RET00741,ORD006151,damaged,5,True
RET00742,ORD009989,color mismatch,9,True
RET00743,ORD003953,wrong size,5,True
RET00744,ORD005254,damaged,9,True
RET00745,ORD006544,damaged,0,False
RET00746,ORD007883,wrong size,15,False
RET00747,ORD008089,quality issue,19,True
RET00748,ORD006784,wrong size,6,True
RET00749,ORD002845,damaged,7,False
RET00750,ORD003924,damaged,13,True
RET00751,ORD001510,not as shown,7,False
RET00752,ORD006965,not as shown,21,True
RET00753,ORD009444,wrong size,2,True
RET00754,ORD003381,changed mind,3,True
RET00755,ORD000383,color mismatch,19,True
RET00756,ORD004470,counterfeit suspected,12,False
RET00757,ORD000707,wrong size,5,False
RET00758,ORD000217,color mismatch,3,True
RET00759,ORD006519,not as shown,20,False
RET00760,ORD008445,wrong size,21,False
RET00761,ORD004378,wrong size,10,True
RET00762,ORD000956,not as shown,18,False
RET00763,ORD001886,not as shown,18,False
RET00764,ORD003905,damaged,22,True
RET00765,ORD008861,counterfeit suspected,16,True
RET00766,ORD007214,color mismatch,3,False
RET00767,ORD002757,wrong size,18,True
RET00768,ORD007259,quality issue,20,True
RET00769,ORD004869,color mismatch,17,True
RET00770,ORD007590,changed mind,9,True
RET00771,ORD007601,color mismatch,8,False
RET00772,ORD007283,not as shown,4,True
RET00773,ORD000073,changed mind,13,False
RET00774,ORD007251,not as shown,9,False
RET00775,ORD001554,wrong size,3,True
RET00776,ORD003161,changed mind,19,True
RET00777,ORD003043,wrong size,22,True
RET00778,ORD004274,color mismatch,3,False
RET00779,ORD004977,damaged,23,True
RET00780,ORD009240,quality issue,16,False
RET00781,ORD008202,damaged,11,True
RET00782,ORD003897,color mismatch,10,False
RET00783,ORD000750,counterfeit suspected,21,True
RET00784,ORD002822,color mismatch,13,False
RET00785,ORD007359,not as shown,8,True
RET00786,ORD003595,wrong size,20,True
RET00787,ORD005077,quality issue,4,False
RET00788,ORD000069,quality issue,19,False
RET00789,ORD008631,changed mind,8,True
RET00790,ORD003697,counterfeit suspected,17,True
RET00791,ORD009632,wrong size,21,True
RET00792,ORD007354,color mismatch,11,False
RET00793,ORD006809,color mismatch,7,True
RET00794,ORD001635,color mismatch,3,True
RET00795,ORD008235,wrong size,12,False
RET00796,ORD003799,damaged,3,False
RET00797,ORD009901,wrong size,0,True
RET00798,ORD009459,color mismatch,13,True
RET00799,ORD000022,not as shown,21,False
RET00800,ORD000571,not as shown,15,True
RET00801,ORD008207,counterfeit suspected,1,False
RET00802,ORD006216,wrong size,4,True
RET00803,ORD009434,color mismatch,18,False
RET00804,ORD007401,counterfeit suspected,17,False
RET00805,ORD003062,not as shown,9,False
RET00806,ORD003474,wrong size,16,False
RET00807,ORD000510,wrong size,16,False
RET00808,ORD007337,not as shown,7,False
RET00809,ORD002578,damaged,21,True
RET00810,ORD003640,not as shown,19,True
RET00811,ORD007978,not as shown,13,True
RET00812,ORD007190,not as shown,8,True
RET00813,ORD007654,counterfeit suspected,16,True
RET00814,ORD004067,counterfeit suspected,13,False
RET00815,ORD003635,not as shown,3,True
RET00816,ORD001331,damaged,10,False
RET00817,ORD008852,quality issue,6,False
RET00818,ORD000512,color mismatch,13,True
RET00819,ORD005030,not as shown,19,False
RET00820,ORD004530,counterfeit suspected,13,True
RET00821,ORD004622,color mismatch,16,True
RET00822,ORD007798,not as shown,14,False
RET00823,ORD007712,not as shown,19,False
RET00824,ORD005026,changed mind,13,True
RET00825,ORD005381,damaged,21,True
RET00826,ORD005403,counterfeit suspected,7,False
RET00827,ORD009706,not as shown,1,False
RET00828,ORD004746,damaged,8,True
RET00829,ORD009819,color mismatch,13,False
RET00830,ORD000504,not as shown,22,True
RET00831,ORD002564,not as shown,12,True
RET00832,ORD005902,counterfeit suspected,5,False
RET00833,ORD001496,color mismatch,2,True
RET00834,ORD006678,color mismatch,3,True
RET00835,ORD006951,damaged,23,True
RET00836,ORD006741,quality issue,6,False
RET00837,ORD009995,quality issue,5,True
RET00838,ORD004660,not as shown,22,False
RET00839,ORD000717,damaged,20,True
RET00840,ORD000605,color mismatch,4,True
RET00841,ORD002769,counterfeit suspected,10,True
RET00842,ORD006010,quality issue,6,False
RET00843,ORD002492,color mismatch,22,False
RET00844,ORD008637,not as shown,12,False
RET00845,ORD002279,quality issue,4,True
RET00846,ORD003692,not as shown,15,True
RET00847,ORD006476,color mismatch,14,True
RET00848,ORD009755,counterfeit suspected,7,True
RET00849,ORD004917,quality issue,21,True
RET00850,ORD000154,wrong size,3,False
RET00851,ORD001618,wrong size,12,True
RET00852,ORD001590,quality issue,17,True
RET00853,ORD007778,quality issue,14,True
RET00854,ORD005610,wrong size,1,True
RET00855,ORD008833,counterfeit suspected,4,True
RET00856,ORD002943,not as shown,2,True
RET00857,ORD003977,not as shown,18,True
RET00858,ORD008841,not as shown,22,True
RET00859,ORD000004,color mismatch,4,True
RET00860,ORD008419,not as shown,5,True
RET00861,ORD001919,color mismatch,18,True
RET00862,ORD007213,quality issue,7,False
RET00863,ORD003296,not as shown,20,True
RET00864,ORD006164,color mismatch,7,True
RET00865,ORD009996,counterfeit suspected,3,True
RET00866,ORD003376,color mismatch,19,True
RET00867,ORD005831,color mismatch,20,True
RET00868,ORD009738,changed mind,23,True
RET00869,ORD009507,quality issue,3,False
RET00870,ORD008813,wrong size,5,True
RET00871,ORD005578,quality issue,23,True
RET00872,ORD000186,color mismatch,18,True
RET00873,ORD000618,quality issue,5,True
RET00874,ORD004757,not as shown,22,True
RET00875,ORD005423,color mismatch,23,False
RET00876,ORD007462,damaged,4,False
RET00877,ORD002020,color mismatch,3,False
RET00878,ORD009811,counterfeit suspected,13,True
RET00879,ORD009579,changed mind,19,False
RET00880,ORD001594,wrong size,18,True
RET00881,ORD009889,wrong size,13,True
RET00882,ORD000229,not as shown,17,False
RET00883,ORD004029,not as shown,5,False
RET00884,ORD003679,changed mind,13,True
RET00885,ORD002933,not as shown,0,True
RET00886,ORD006061,counterfeit suspected,5,False
RET00887,ORD004337,not as shown,4,True
RET00888,ORD009061,not as shown,1,True
RET00889,ORD005858,changed mind,10,True
RET00890,ORD003609,not as shown,4,True
RET00891,ORD006278,quality issue,15,True
RET00892,ORD005598,not as shown,22,True
RET00893,ORD004805,quality issue,11,False
RET00894,ORD003447,color mismatch,11,False
RET00895,ORD009160,damaged,16,False
RET00896,ORD007020,quality issue,4,True
RET00897,ORD000632,wrong size,23,True
RET00898,ORD001809,damaged,23,False
RET00899,ORD006090,damaged,23,False
