product_id,name,category,price,is_perishable,box_size_used,actual_size_needed,stock_level,reorder_point,seller_id,is_authentic
P0350,evolve cutting-edge networks,Grocery,915.47,True,L,M,497,37,S035,True
P0351,generate synergistic info-mediaries,Grocery,250.89,False,XL,XL,347,99,S022,True
P0352,maximize wireless e-tailers,Beauty,1017.47,False,M,S,224,68,S007,True
P0353,monetize visionary solutions,Fashion,544.78,False,L,M,330,90,S003,True
P0354,transform mission-critical action-items,Beauty,815.27,False,L,M,322,49,S049,True
P0355,whiteboard impactful models,Fashion,1158.6,False,S,S,423,38,S038,True
P0356,envisioneer one-to-one eyeballs,Home,677.8,True,L,M,260,74,S042,True
P0357,incubate back-end web-readiness,Beauty,1444.54,False,M,L,115,79,S030,True
P0358,incubate innovative interfaces,Fashion,1123.56,False,L,S,468,91,S028,True
P0359,morph virtual applications,Fashion,862.76,False,S,S,149,40,S035,False
P0360,engage web-enabled channels,Grocery,229.76,False,XL,S,117,45,S012,True
P0361,integrate 24/365 applications,Electronics,1545.06,False,M,L,164,47,S040,True
P0362,repurpose clicks-and-mortar bandwidth,Fashion,2296.92,False,M,L,251,58,S008,True
P0363,expedite dot-com models,Grocery,216.84,True,M,M,266,52,S020,True
P0364,aggregate robust applications,Fashion,634.92,True,XL,M,43,59,S002,True
P0365,grow killer channels,Grocery,338.68,False,L,L,469,48,S024,True
P0366,grow strategic communities,Electronics,1222.64,False,L,L,488,39,S024,True
P0367,unleash wireless models,Grocery,1122.04,False,L,L,180,39,S011,True
P0368,leverage turn-key experiences,Electronics,220.48,False,L,L,76,93,S028,True
P0369,mesh viral web-readiness,Electronics,1775.63,False,M,M,373,31,S010,True
P0370,syndicate dynamic convergence,Home,258.71,False,L,M,115,44,S010,True
P0371,enable intuitive info-mediaries,Beauty,1375.66,False,M,L,444,44,S048,True
P0372,incubate revolutionary e-services,Fashion,587.49,True,XL,XL,66,23,S025,False
P0373,re-intermediate customized eyeballs,Fashion,417.32,False,L,S,12,23,S013,True
P0374,revolutionize collaborative networks,Grocery,236.81,False,L,S,91,28,S015,True
P0375,seize 24/365 functionalities,Beauty,245.77,True,M,XL,245,34,S009,True
P0376,architect turn-key e-tailers,Home,966.51,True,L,S,266,45,S030,True
P0377,cultivate customized supply-chains,Home,738.57,False,M,L,138,98,S030,True
P0378,utilize bricks-and-clicks action-items,Grocery,203.16,True,M,M,340,90,S035,False
P0379,synthesize 24/365 schemas,Fashion,194.66,False,M,S,243,51,S009,True
P0380,iterate impactful communities,Beauty,159.05,False,L,S,340,95,S025,True
P0381,empower scalable architectures,Grocery,1188.34,False,L,S,390,71,S019,True
P0382,aggregate visionary web services,Electronics,1094.51,False,M,S,272,51,S043,True
P0383,reinvent seamless content,Fashion,147.17,False,S,M,303,28,S008,True
P0384,expedite impactful networks,Electronics,756.28,False,L,L,397,97,S014,True
P0385,transition killer bandwidth,Electronics,169.78,False,L,XL,190,32,S008,True
P0386,reinvent intuitive applications,Electronics,1971.61,False,M,M,447,75,S006,False
P0387,engineer intuitive deliverables,Beauty,2000.14,False,M,M,96,63,S025,True
P0388,generate holistic mindshare,Grocery,1057.48,False,XL,M,330,49,S023,True
P0389,synthesize dot-com interfaces,Beauty,2184.0,True,XL,M,204,35,S011,True
P0390,repurpose sticky synergies,Fashion,1433.73,False,XL,M,448,31,S019,True
P0391,redefine extensible solutions,Electronics,1509.72,False,XL,S,417,93,S013,True
P0392,morph ubiquitous e-business,Beauty,773.63,True,M,S,136,85,S021,True
P0393,transition global networks,Fashion,391.29,False,M,S,76,37,S015,True
P0394,deploy next-generation experiences,Grocery,295.51,True,M,S,383,32,S028,True
P0395,integrate sticky methodologies,Home,416.05,False,M,L,36,43,S031,True
P0396,disintermediate back-end systems,Electronics,891.16,False,XL,S,285,31,S018,True
P0397,morph virtual supply-chains,Fashion,250.63,True,L,L,424,79,S034,True
P0398,enable transparent eyeballs,Beauty,338.42,False,L,XL,428,79,S042,True
P0399,extend bricks-and-clicks partnerships,Home,603.98,False,M,XL,484,20,S031,True
P0400,mesh killer relationships,Grocery,311.27,True,XL,XL,302,62,S019,True
P0401,revolutionize frictionless methodologies,Home,809.64,False,XL,S,134,74,S039,True
P0402,enhance B2B solutions,Fashion,2151.99,False,M,M,141,59,S019,True
P0403,benchmark real-time infrastructures,Home,1201.94,False,XL,S,253,83,S007,True
P0404,aggregate strategic models,Electronics,977.31,True,M,L,47,53,S034,True
P0405,engineer B2C architectures,Electronics,798.2,True,S,L,254,53,S041,False
P0406,re-contextualize plug-and-play networks,Home,634.46,True,L,L,133,67,S012,True
P0407,redefine viral web services,Home,264.19,False,L,M,289,52,S040,False
P0408,utilize open-source portals,Electronics,1899.83,False,S,L,207,87,S005,True
P0409,embrace granular partnerships,Electronics,327.59,False,M,S,498,49,S046,False
P0410,engineer cross-platform technologies,Electronics,175.6,False,XL,S,100,98,S015,True
P0411,deploy e-business action-items,Electronics,1208.08,True,L,L,483,90,S004,True
P0412,syndicate turn-key networks,Fashion,253.49,False,L,M,45,90,S044,False
P0413,implement enterprise e-tailers,Home,471.04,False,M,XL,442,48,S033,True
P0414,re-intermediate seamless methodologies,Grocery,121.95,False,S,S,69,42,S005,True
P0415,re-contextualize dynamic experiences,Grocery,216.94,False,M,L,135,53,S032,True
P0416,deliver compelling content,Grocery,251.16,False,M,M,279,34,S014,True
P0417,visualize B2B interfaces,Beauty,143.76,False,M,L,66,72,S014,True
P0418,reinvent cutting-edge mindshare,Grocery,954.22,True,M,L,3,36,S013,True
P0419,transition magnetic e-markets,Beauty,1550.24,False,L,XL,223,83,S038,True
P0420,benchmark frictionless functionalities,Fashion,472.85,True,M,S,0,80,S004,True
P0421,deploy cross-platform convergence,Beauty,1759.85,False,XL,XL,289,76,S025,False
P0422,optimize transparent communities,Beauty,290.97,True,M,S,108,96,S047,True
P0423,enable efficient methodologies,Grocery,413.9,True,L,S,264,56,S016,True
P0424,engage intuitive initiatives,Home,229.71,False,S,M,62,26,S042,True
P0425,unleash next-generation channels,Fashion,874.25,False,L,L,459,27,S046,False
P0426,incentivize global bandwidth,Grocery,534.6,False,S,M,265,97,S015,True
P0427,innovate world-class content,Electronics,859.05,False,XL,L,137,87,S034,True
P0428,re-contextualize one-to-one solutions,Grocery,1246.3,False,L,L,433,40,S037,True
P0429,embrace user-centric technologies,Fashion,730.2,False,L,S,43,80,S022,True
P0430,redefine mission-critical applications,Electronics,889.29,True,S,XL,373,93,S012,True
P0431,morph innovative ROI,Fashion,2288.78,False,L,S,431,99,S032,True
P0432,syndicate e-business portals,Grocery,383.27,False,L,L,470,94,S028,True
P0433,seize synergistic e-services,Electronics,454.99,False,M,S,261,48,S045,True
P0434,engage revolutionary initiatives,Home,1110.84,True,L,M,215,44,S033,True
P0435,maximize cross-media applications,Electronics,854.97,False,XL,M,120,77,S033,True
P0436,utilize strategic info-mediaries,Home,256.33,True,L,S,151,33,S026,True
P0437,incentivize real-time portals,Grocery,476.47,False,XL,M,212,97,S014,True
P0438,benchmark killer functionalities,Fashion,603.65,False,XL,S,233,85,S049,True
P0439,synergize best-of-breed paradigms,Fashion,533.94,False,XL,S,350,73,S008,True
P0440,synthesize value-added platforms,Grocery,256.08,False,L,S,110,96,S025,True
P0441,seize real-time networks,Grocery,2165.16,False,L,M,441,86,S002,False
P0442,innovate ubiquitous vortals,Grocery,1248.46,False,L,L,360,49,S035,True
P0443,transform revolutionary channels,Fashion,624.23,False,L,M,319,37,S046,True
P0444,benchmark bleeding-edge systems,Beauty,1010.7,False,XL,L,221,73,S004,True
P0445,exploit B2C e-commerce,Home,1919.62,True,S,M,439,40,S019,True
P0446,scale impactful info-mediaries,Fashion,216.11,False,M,M,225,72,S019,True
P0447,architect killer e-business,Fashion,329.54,True,M,M,209,35,S004,True
P0448,streamline dot-com schemas,Fashion,724.93,False,M,M,395,47,S009,True
P0449,implement web-enabled experiences,Grocery,1382.6,False,M,M,418,23,S015,True
P0450,brand dynamic eyeballs,Grocery,128.54,False,L,S,70,74,S024,True
P0451,repurpose web-enabled web services,Fashion,3408.04,False,S,L,488,34,S043,True
P0452,seize virtual eyeballs,Electronics,584.44,False,L,L,359,83,S024,True
P0453,strategize synergistic architectures,Electronics,455.07,True,L,S,88,84,S029,True
P0454,productize vertical e-services,Fashion,376.07,False,M,L,261,35,S013,True
P0455,strategize one-to-one supply-chains,Fashion,252.27,True,M,S,448,39,S021,True
P0456,incubate cross-media paradigms,Home,1353.54,False,L,S,365,83,S042,False
P0457,mesh 24/365 eyeballs,Beauty,2587.27,True,L,S,463,52,S027,True
P0458,reinvent holistic platforms,Fashion,526.06,False,XL,L,187,88,S029,False
P0459,seize enterprise users,Home,2535.29,True,XL,L,111,88,S018,True
P0460,aggregate transparent experiences,Beauty,1487.9,False,XL,L,451,77,S037,True
P0461,maximize compelling vortals,Beauty,623.76,False,L,S,412,58,S041,False
P0462,repurpose value-added schemas,Electronics,995.75,False,XL,M,421,96,S019,True
P0463,orchestrate customized content,Fashion,555.72,True,XL,L,238,55,S034,True
P0464,re-contextualize wireless users,Home,753.47,False,XL,S,475,87,S021,False
P0465,incubate web-enabled ROI,Beauty,146.84,True,S,M,255,40,S014,True
P0466,monetize B2B content,Fashion,1052.28,False,XL,S,149,82,S010,True
P0467,expedite magnetic methodologies,Grocery,142.42,False,L,S,126,25,S033,False
P0468,disintermediate transparent initiatives,Home,1457.99,False,L,M,391,43,S023,True
P0469,disintermediate strategic paradigms,Fashion,1493.13,False,M,M,318,72,S005,True
P0470,disintermediate bricks-and-clicks e-commerce,Beauty,315.48,False,M,S,479,95,S016,True
P0471,engage back-end communities,Home,411.85,False,M,S,480,97,S027,True
P0472,utilize world-class e-markets,Electronics,624.16,False,M,S,396,69,S049,True
P0473,expedite web-enabled web-readiness,Grocery,825.39,False,M,S,410,31,S030,True
P0474,streamline leading-edge content,Grocery,370.02,False,XL,S,401,75,S035,True
P0475,facilitate bricks-and-clicks action-items,Grocery,817.14,False,S,M,273,34,S008,True
P0476,morph web-enabled partnerships,Fashion,381.81,True,M,M,332,59,S009,False
P0477,target out-of-the-box platforms,Fashion,144.67,False,M,M,469,60,S020,True
P0478,deploy visionary solutions,Grocery,101.02,False,L,L,445,88,S033,True
P0479,repurpose global supply-chains,Fashion,184.31,True,M,L,397,88,S030,True
P0480,e-enable B2B schemas,Fashion,1356.14,True,M,S,138,25,S028,True
P0481,mesh rich relationships,Electronics,2703.25,False,L,S,102,86,S042,False
P0482,engineer cross-media functionalities,Electronics,544.45,False,L,L,241,52,S042,True
P0483,iterate sticky initiatives,Home,674.07,False,M,S,116,62,S010,True
P0484,maximize plug-and-play solutions,Fashion,226.05,False,M,S,213,40,S032,True
P0485,synthesize visionary convergence,Home,739.64,False,M,S,483,84,S045,True
P0486,enable viral technologies,Electronics,224.0,False,XL,M,16,36,S000,True
P0487,re-contextualize real-time web services,Beauty,854.78,False,M,M,178,27,S020,True
P0488,orchestrate real-time web services,Fashion,2264.54,False,L,XL,223,83,S022,True
P0489,e-enable value-added relationships,Grocery,273.22,True,M,L,269,47,S008,True
P0490,envisioneer revolutionary architectures,Grocery,1256.05,False,L,M,489,32,S000,True
P0491,architect 24/365 channels,Electronics,118.03,False,S,M,312,32,S020,True
P0492,enhance robust channels,Home,475.64,False,S,S,348,57,S021,True
P0493,revolutionize value-added models,Electronics,192.9,False,L,S,133,44,S003,True
P0494,revolutionize killer niches,Grocery,446.68,True,M,S,113,81,S000,True
P0495,integrate clicks-and-mortar e-markets,Home,251.48,False,M,S,440,42,S009,False
P0496,syndicate magnetic deliverables,Home,472.84,False,L,S,131,40,S014,True
P0497,enable user-centric interfaces,Home,531.37,False,XL,S,138,73,S035,True
P0498,maximize back-end schemas,Fashion,385.02,False,M,S,364,82,S028,True
P0499,grow wireless infrastructures,Electronics,954.14,False,L,XL,231,49,S045,True
