delivery_id,order_id,pincode,delivery_success,transit_hours,quality_complaint,temperature_breach,is_rural
DEL002445,ORD002445,700001,True,87,False,False,True
DEL002446,ORD002446,226001,True,20,False,False,True
DEL002447,ORD002447,500001,True,26,False,False,False
DEL002448,ORD002448,600001,True,19,False,False,False
DEL002449,ORD002449,600001,True,18,False,False,False
DEL002450,ORD002450,560001,True,30,False,False,True
DEL002451,ORD002451,600002,True,87,False,False,False
DEL002452,ORD002452,500003,True,83,True,False,False
DEL002453,ORD002453,500001,True,36,False,False,False
DEL002454,ORD002454,500001,True,79,False,False,False
DEL002455,ORD002455,600001,True,42,True,False,False
DEL002456,ORD002456,110002,True,24,False,False,False
DEL002457,ORD002457,560001,False,91,False,False,True
DEL002458,ORD002458,500001,False,33,True,False,False
DEL002459,ORD002459,560001,True,70,False,False,True
DEL002460,ORD002460,600002,True,34,False,False,False
DEL002461,ORD002461,110001,True,63,False,False,False
DEL002462,ORD002462,560001,True,50,False,False,True
DEL002463,ORD002463,226001,False,9,False,False,True
DEL002464,ORD002464,500001,True,92,False,False,False
DEL002465,ORD002465,500001,False,77,False,False,False
DEL002466,ORD002466,560001,True,35,False,False,True
DEL002467,ORD002467,560001,True,34,False,False,True
DEL002468,ORD002468,600001,True,81,False,False,False
DEL002469,ORD002469,600002,True,80,False,True,False
DEL002470,ORD002470,700001,True,32,False,False,True
DEL002471,ORD002471,500002,True,83,False,False,False
DEL002472,ORD002472,500001,True,38,False,False,False
DEL002473,ORD002473,110002,False,55,False,False,False
DEL002474,ORD002474,226001,True,89,False,False,True
DEL002475,ORD002475,600001,False,45,False,False,False
DEL002476,ORD002476,110002,True,2,True,False,False
DEL002477,ORD002477,500003,True,65,False,False,False
DEL002478,ORD002478,600001,True,55,False,False,False
DEL002479,ORD002479,226001,True,40,False,False,True
DEL002480,ORD002480,560001,True,42,False,False,True
DEL002481,ORD002481,500001,True,4,False,False,False
DEL002482,ORD002482,110002,True,68,False,False,False
DEL002483,ORD002483,110002,False,79,False,False,False
DEL002484,ORD002484,110001,True,88,False,False,False
DEL002485,ORD002485,500001,True,44,False,False,False
DEL002486,ORD002486,226001,True,35,False,False,True
DEL002487,ORD002487,600001,False,86,False,False,False
DEL002488,ORD002488,560001,True,5,False,False,True
DEL002489,ORD002489,500002,False,12,False,False,False
DEL002490,ORD002490,226001,False,30,True,False,True
DEL002491,ORD002491,500002,True,1,False,False,False
DEL002492,ORD002492,600002,True,85,False,False,False
DEL002493,ORD002493,500001,True,90,False,False,False
DEL002494,ORD002494,560001,False,61,False,False,True
DEL002495,ORD002495,226001,True,27,True,False,True
DEL002496,ORD002496,600001,True,69,False,False,False
DEL002497,ORD002497,110001,True,2,True,False,False
DEL002498,ORD002498,110001,True,3,False,True,False
DEL002499,ORD002499,600001,True,15,False,False,False
DEL002500,ORD002500,600002,False,2,False,True,False
DEL002501,ORD002501,110001,True,5,False,False,False
DEL002502,ORD002502,500001,True,49,False,True,False
DEL002503,ORD002503,110001,True,46,False,False,False
DEL002504,ORD002504,110002,False,53,False,False,False
DEL002505,ORD002505,110001,True,43,False,False,False
DEL002506,ORD002506,600001,True,40,False,False,False
DEL002507,ORD002507,110001,True,44,False,False,False
DEL002508,ORD002508,500002,True,21,False,False,False
DEL002509,ORD002509,500001,True,82,False,False,False
DEL002510,ORD002510,110001,True,30,False,False,False
DEL002511,ORD002511,500001,False,4,False,False,False
DEL002512,ORD002512,226001,True,90,False,False,True
DEL002513,ORD002513,600001,True,61,False,False,False
DEL002514,ORD002514,110001,True,40,False,False,False
DEL002515,ORD002515,110001,True,33,False,True,False
DEL002516,ORD002516,560001,True,37,False,False,True
DEL002517,ORD002517,500001,True,72,False,False,False
DEL002518,ORD002518,500001,True,8,False,False,False
DEL002519,ORD002519,560001,True,32,True,False,True
DEL002520,ORD002520,600002,True,25,False,False,False
DEL002521,ORD002521,600002,True,7,False,False,False
DEL002522,ORD002522,226001,True,17,False,False,True
DEL002523,ORD002523,500003,True,39,False,False,False
DEL002524,ORD002524,226001,True,66,False,True,True
DEL002525,ORD002525,226001,True,28,False,False,True
DEL002526,ORD002526,700001,False,16,False,False,True
DEL002527,ORD002527,226001,True,36,False,False,True
DEL002528,ORD002528,560001,True,85,False,False,True
DEL002529,ORD002529,226001,True,45,False,False,True
DEL002530,ORD002530,560001,True,29,False,False,True
DEL002531,ORD002531,500003,True,71,False,False,False
DEL002532,ORD002532,700001,True,29,False,False,True
DEL002533,ORD002533,600002,True,89,False,False,False
DEL002534,ORD002534,500001,True,19,False,False,False
DEL002535,ORD002535,500002,True,58,True,False,False
DEL002536,ORD002536,110002,True,88,True,False,False
DEL002537,ORD002537,500001,True,68,False,False,False
DEL002538,ORD002538,500002,True,15,False,False,False
DEL002539,ORD002539,600002,True,85,False,False,False
DEL002540,ORD002540,600002,True,22,False,True,False
DEL002541,ORD002541,110001,True,53,False,False,False
DEL002542,ORD002542,110001,False,23,False,True,False
DEL002543,ORD002543,700001,True,82,False,True,True
DEL002544,ORD002544,110002,True,64,False,False,False
DEL002545,ORD002545,560001,False,53,False,False,True
DEL002546,ORD002546,600002,True,41,False,False,False
DEL002547,ORD002547,700001,True,71,False,False,True
DEL002548,ORD002548,500002,True,45,False,False,False
DEL002549,ORD002549,110002,True,86,False,True,False
DEL002550,ORD002550,500002,True,46,False,False,False
DEL002551,ORD002551,560001,False,10,False,False,True
DEL002552,ORD002552,600002,False,30,False,False,False
DEL002553,ORD002553,560001,False,70,False,False,True
DEL002554,ORD002554,600002,True,35,False,False,False
DEL002555,ORD002555,500003,True,93,False,False,False
DEL002556,ORD002556,500003,True,49,False,False,False
DEL002557,ORD002557,110001,True,26,False,True,False
DEL002558,ORD002558,110002,True,75,False,False,False
DEL002559,ORD002559,110002,True,68,False,False,False
DEL002560,ORD002560,500003,True,9,False,False,False
DEL002561,ORD002561,500002,True,73,False,False,False
DEL002562,ORD002562,600002,False,90,False,False,False
DEL002563,ORD002563,500003,False,3,False,False,False
DEL002564,ORD002564,110002,True,92,False,False,False
DEL002565,ORD002565,500003,True,35,False,False,False
DEL002566,ORD002566,560001,False,83,False,False,True
DEL002567,ORD002567,110002,True,90,False,False,False
DEL002568,ORD002568,560001,True,86,False,False,True
DEL002569,ORD002569,500001,True,42,True,False,False
DEL002570,ORD002570,110002,True,87,False,False,False
DEL002571,ORD002571,600001,True,83,False,False,False
DEL002572,ORD002572,700001,False,27,False,False,True
DEL002573,ORD002573,600001,True,71,False,False,False
DEL002574,ORD002574,600001,True,32,False,False,False
DEL002575,ORD002575,500003,True,9,False,False,False
DEL002576,ORD002576,500001,True,67,False,False,False
DEL002577,ORD002577,500003,True,9,False,False,False
DEL002578,ORD002578,226001,True,27,False,False,True
DEL002579,ORD002579,600002,False,32,False,False,False
DEL002580,ORD002580,226001,True,77,False,False,True
DEL002581,ORD002581,500001,True,65,False,False,False
DEL002582,ORD002582,500002,False,22,True,False,False
DEL002583,ORD002583,500001,True,50,True,False,False
DEL002584,ORD002584,560001,True,2,True,False,True
DEL002585,ORD002585,700001,True,26,False,False,True
DEL002586,ORD002586,110002,True,13,False,False,False
DEL002587,ORD002587,500001,True,8,False,False,False
DEL002588,ORD002588,600001,True,63,False,False,False
DEL002589,ORD002589,560001,True,52,False,False,True
DEL002590,ORD002590,700001,True,21,True,False,True
DEL002591,ORD002591,600001,True,95,False,False,False
DEL002592,ORD002592,500002,True,79,False,False,False
DEL002593,ORD002593,500002,True,57,False,False,False
DEL002594,ORD002594,600001,False,73,False,False,False
DEL002595,ORD002595,560001,False,25,False,False,True
DEL002596,ORD002596,110001,True,24,True,False,False
DEL002597,ORD002597,226001,False,52,False,False,True
DEL002598,ORD002598,560001,True,76,False,False,True
DEL002599,ORD002599,500002,True,46,False,False,False
DEL002600,ORD002600,500003,True,80,False,False,False
DEL002601,ORD002601,226001,True,38,False,False,True
DEL002602,ORD002602,110001,True,75,True,False,False
DEL002603,ORD002603,226001,True,63,False,False,True
DEL002604,ORD002604,500001,False,37,False,False,False
DEL002605,ORD002605,110001,True,70,False,False,False
DEL002606,ORD002606,110001,True,47,True,False,False
DEL002607,ORD002607,500001,True,92,False,False,False
DEL002608,ORD002608,500003,True,29,False,False,False
DEL002609,ORD002609,500001,True,15,False,False,False
DEL002610,ORD002610,110001,True,7,False,True,False
DEL002611,ORD002611,700001,False,22,False,False,True
DEL002612,ORD002612,110001,True,32,True,False,False
DEL002613,ORD002613,110001,False,42,False,False,False
DEL002614,ORD002614,500002,True,83,False,False,False
DEL002615,ORD002615,500001,True,63,False,False,False
DEL002616,ORD002616,600001,False,1,False,True,False
DEL002617,ORD002617,700001,False,4,False,False,True
DEL002618,ORD002618,500001,True,71,False,False,False
DEL002619,ORD002619,110002,True,7,False,False,False
DEL002620,ORD002620,500003,True,64,False,False,False
DEL002621,ORD002621,700001,True,67,False,False,True
DEL002622,ORD002622,500002,False,12,False,False,False
DEL002623,ORD002623,500002,True,4,False,False,False
DEL002624,ORD002624,110002,False,11,False,False,False
DEL002625,ORD002625,560001,True,82,True,True,True
DEL002626,ORD002626,500001,True,66,False,False,False
DEL002627,ORD002627,700001,True,58,False,False,True
DEL002628,ORD002628,110002,True,85,False,False,False
DEL002629,ORD002629,500003,True,82,False,False,False
DEL002630,ORD002630,110002,True,76,False,False,False
DEL002631,ORD002631,110001,True,17,False,False,False
DEL002632,ORD002632,560001,False,19,False,False,True
DEL002633,ORD002633,560001,True,16,False,False,True
DEL002634,ORD002634,500001,True,19,False,False,False
DEL002635,ORD002635,600001,False,66,False,False,False
DEL002636,ORD002636,500002,True,50,False,False,False
DEL002637,ORD002637,560001,False,23,False,True,True
DEL002638,ORD002638,560001,True,35,False,False,True
DEL002639,ORD002639,500003,False,10,True,False,False
DEL002640,ORD002640,600001,True,35,False,False,False
DEL002641,ORD002641,500001,False,86,False,False,False
DEL002642,ORD002642,600001,True,50,False,False,False
DEL002643,ORD002643,600002,True,51,False,True,False
DEL002644,ORD002644,560001,True,59,True,False,True
DEL002645,ORD002645,600001,True,40,False,True,False
DEL002646,ORD002646,600002,True,76,False,False,False
DEL002647,ORD002647,500003,True,40,True,False,False
DEL002648,ORD002648,500003,False,29,False,True,False
DEL002649,ORD002649,600002,True,13,False,False,False
DEL002650,ORD002650,500002,True,60,False,False,False
DEL002651,ORD002651,500001,True,16,False,False,False
DEL002652,ORD002652,600002,True,26,False,False,False
DEL002653,ORD002653,226001,True,46,False,False,True
DEL002654,ORD002654,500001,False,79,False,False,False
DEL002655,ORD002655,600002,True,70,False,False,False
DEL002656,ORD002656,600001,True,24,False,False,False
DEL002657,ORD002657,226001,True,22,False,False,True
DEL002658,ORD002658,560001,True,50,False,False,True
DEL002659,ORD002659,500002,True,32,False,False,False
DEL002660,ORD002660,110002,False,55,True,False,False
DEL002661,ORD002661,560001,True,22,False,False,True
DEL002662,ORD002662,600002,True,57,False,False,False
DEL002663,ORD002663,500003,True,17,False,False,False
DEL002664,ORD002664,110001,True,1,False,False,False
DEL002665,ORD002665,500001,True,21,False,False,False
DEL002666,ORD002666,500003,False,14,False,False,False
DEL002667,ORD002667,700001,True,83,False,False,True
DEL002668,ORD002668,226001,True,67,False,False,True
DEL002669,ORD002669,600002,True,92,True,False,False
DEL002670,ORD002670,110001,True,83,False,True,False
DEL002671,ORD002671,700001,True,20,False,False,True
DEL002672,ORD002672,500002,True,51,True,False,False
DEL002673,ORD002673,110002,True,64,False,False,False
DEL002674,ORD002674,110001,True,9,False,False,False
DEL002675,ORD002675,700001,True,31,False,False,True
DEL002676,ORD002676,500001,True,46,False,False,False
DEL002677,ORD002677,600001,False,46,False,False,False
DEL002678,ORD002678,500003,False,72,False,False,False
DEL002679,ORD002679,500001,False,32,False,False,False
DEL002680,ORD002680,600001,True,25,False,False,False
DEL002681,ORD002681,226001,True,22,False,False,True
DEL002682,ORD002682,110001,False,86,False,True,False
DEL002683,ORD002683,500001,True,41,False,False,False
DEL002684,ORD002684,700001,True,6,False,False,True
DEL002685,ORD002685,600002,True,60,False,False,False
DEL002686,ORD002686,500003,False,13,False,False,False
DEL002687,ORD002687,700001,True,9,False,False,True
DEL002688,ORD002688,226001,True,85,False,False,True
DEL002689,ORD002689,500001,True,16,False,False,False
DEL002690,ORD002690,500002,True,61,False,False,False
DEL002691,ORD002691,560001,True,81,False,False,True
DEL002692,ORD002692,500003,True,52,False,False,False
DEL002693,ORD002693,226001,True,69,False,False,True
DEL002694,ORD002694,700001,True,6,False,False,True
DEL002695,ORD002695,600002,True,20,False,False,False
DEL002696,ORD002696,700001,True,20,False,False,True
DEL002697,ORD002697,500001,True,57,False,False,False
DEL002698,ORD002698,600002,False,49,False,False,False
DEL002699,ORD002699,600001,True,15,True,False,False
DEL002700,ORD002700,110002,True,87,False,False,False
DEL002701,ORD002701,500001,False,57,False,True,False
DEL002702,ORD002702,500003,True,8,False,False,False
DEL002703,ORD002703,600002,True,89,False,False,False
DEL002704,ORD002704,560001,True,6,False,False,True
DEL002705,ORD002705,560001,True,49,False,False,True
DEL002706,ORD002706,500003,False,79,False,False,False
DEL002707,ORD002707,600002,True,91,False,False,False
DEL002708,ORD002708,700001,True,40,False,False,True
DEL002709,ORD002709,500002,True,31,False,False,False
DEL002710,ORD002710,110002,True,71,True,False,False
DEL002711,ORD002711,110002,True,18,False,False,False
DEL002712,ORD002712,500002,True,52,False,False,False
DEL002713,ORD002713,110001,True,94,True,False,False
DEL002714,ORD002714,560001,True,91,False,False,True
DEL002715,ORD002715,500003,True,74,True,False,False
DEL002716,ORD002716,700001,False,88,False,False,True
DEL002717,ORD002717,560001,True,35,False,True,True
DEL002718,ORD002718,500003,True,30,False,False,False
DEL002719,ORD002719,110002,True,50,False,False,False
DEL002720,ORD002720,560001,True,3,False,False,True
DEL002721,ORD002721,500001,True,73,False,False,False
DEL002722,ORD002722,500003,True,80,False,False,False
DEL002723,ORD002723,226001,True,65,False,False,True
DEL002724,ORD002724,700001,False,3,False,False,True
DEL002725,ORD002725,110002,False,5,False,False,False
DEL002726,ORD002726,500001,True,89,True,True,False
DEL002727,ORD002727,600002,True,53,False,False,False
DEL002728,ORD002728,226001,True,37,True,False,True
DEL002729,ORD002729,500003,True,12,False,False,False
DEL002730,ORD002730,500002,True,2,False,False,False
DEL002731,ORD002731,500001,True,78,False,False,False
DEL002732,ORD002732,500002,True,29,False,False,False
DEL002733,ORD002733,500001,True,57,False,False,False
DEL002734,ORD002734,110001,False,28,False,False,False
DEL002735,ORD002735,700001,True,84,False,False,True
DEL002736,ORD002736,500003,True,43,False,False,False
DEL002737,ORD002737,226001,True,72,False,False,True
DEL002738,ORD002738,226001,True,7,False,False,True
DEL002739,ORD002739,500001,True,75,True,False,False
DEL002740,ORD002740,110001,False,81,False,False,False
DEL002741,ORD002741,110001,True,5,False,False,False
DEL002742,ORD002742,500002,True,65,False,False,False
DEL002743,ORD002743,600001,False,77,False,False,False
DEL002744,ORD002744,600002,True,41,True,False,False
DEL002745,ORD002745,110001,True,59,False,False,False
DEL002746,ORD002746,110001,True,86,False,False,False
DEL002747,ORD002747,500002,True,80,False,False,False
DEL002748,ORD002748,600002,True,95,True,False,False
DEL002749,ORD002749,600002,True,61,False,False,False
DEL002750,ORD002750,226001,True,67,False,False,True
DEL002751,ORD002751,500002,True,54,True,False,False
DEL002752,ORD002752,110002,True,54,False,False,False
DEL002753,ORD002753,226001,True,59,True,True,True
DEL002754,ORD002754,500002,False,49,False,False,False
DEL002755,ORD002755,500001,False,73,False,False,False
DEL002756,ORD002756,110001,False,52,False,False,False
DEL002757,ORD002757,500001,True,94,False,False,False
DEL002758,ORD002758,600001,True,34,False,False,False
DEL002759,ORD002759,600001,True,28,False,False,False
DEL002760,ORD002760,110001,True,58,False,False,False
DEL002761,ORD002761,600002,False,15,False,False,False
DEL002762,ORD002762,600001,True,19,False,False,False
DEL002763,ORD002763,110001,True,32,False,False,False
DEL002764,ORD002764,226001,False,88,True,False,True
DEL002765,ORD002765,600002,True,90,False,False,False
DEL002766,ORD002766,110002,True,80,False,False,False
DEL002767,ORD002767,600002,False,2,False,False,False
DEL002768,ORD002768,700001,True,56,False,False,True
DEL002769,ORD002769,500003,True,80,False,False,False
DEL002770,ORD002770,500002,True,46,False,False,False
DEL002771,ORD002771,500001,False,29,False,False,False
DEL002772,ORD002772,600002,True,91,False,False,False
DEL002773,ORD002773,560001,False,77,False,False,True
DEL002774,ORD002774,700001,True,64,False,False,True
DEL002775,ORD002775,500003,True,2,False,False,False
DEL002776,ORD002776,110002,True,37,False,False,False
DEL002777,ORD002777,600001,True,62,False,False,False
DEL002778,ORD002778,110002,True,52,False,False,False
DEL002779,ORD002779,600002,True,63,False,False,False
DEL002780,ORD002780,110001,True,84,False,False,False
DEL002781,ORD002781,560001,True,11,False,False,True
DEL002782,ORD002782,226001,True,67,False,False,True
DEL002783,ORD002783,226001,False,49,False,False,True
DEL002784,ORD002784,700001,True,70,False,False,True
DEL002785,ORD002785,560001,False,36,True,False,True
DEL002786,ORD002786,110001,True,25,False,False,False
DEL002787,ORD002787,600002,True,84,False,False,False
DEL002788,ORD002788,600001,True,85,False,False,False
DEL002789,ORD002789,500002,False,9,False,False,False
DEL002790,ORD002790,560001,False,92,False,True,True
DEL002791,ORD002791,500003,True,82,False,True,False
DEL002792,ORD002792,110001,True,10,False,False,False
DEL002793,ORD002793,500001,True,1,False,False,False
DEL002794,ORD002794,600002,True,4,False,False,False
DEL002795,ORD002795,500003,True,26,False,False,False
DEL002796,ORD002796,500001,True,75,False,False,False
DEL002797,ORD002797,110002,False,53,False,False,False
DEL002798,ORD002798,560001,True,23,False,False,True
DEL002799,ORD002799,226001,True,68,False,False,True
DEL002800,ORD002800,700001,True,2,False,False,True
DEL002801,ORD002801,600001,True,1,False,False,False
DEL002802,ORD002802,500002,True,9,False,True,False
DEL002803,ORD002803,560001,True,59,False,False,True
DEL002804,ORD002804,700001,True,73,True,False,True
DEL002805,ORD002805,600001,True,84,False,False,False
DEL002806,ORD002806,110001,True,53,False,False,False
DEL002807,ORD002807,600002,True,77,False,False,False
DEL002808,ORD002808,700001,False,42,False,False,True
DEL002809,ORD002809,600001,True,25,True,False,False
DEL002810,ORD002810,110002,True,10,False,False,False
DEL002811,ORD002811,500002,False,17,False,False,False
DEL002812,ORD002812,500001,True,5,False,False,False
DEL002813,ORD002813,500001,True,77,False,False,False
DEL002814,ORD002814,600002,True,91,False,False,False
DEL002815,ORD002815,110002,True,13,False,False,False
DEL002816,ORD002816,600002,True,33,False,False,False
DEL002817,ORD002817,600001,True,63,False,False,False
DEL002818,ORD002818,700001,True,61,True,False,True
DEL002819,ORD002819,500002,True,22,False,False,False
DEL002820,ORD002820,500002,True,50,False,False,False
DEL002821,ORD002821,226001,True,12,False,True,True
DEL002822,ORD002822,500001,True,19,False,False,False
DEL002823,ORD002823,600002,False,86,False,False,False
DEL002824,ORD002824,600002,True,6,True,False,False
DEL002825,ORD002825,500001,True,56,False,False,False
DEL002826,ORD002826,110001,True,89,False,False,False
DEL002827,ORD002827,600002,True,4,False,False,False
DEL002828,ORD002828,110002,False,25,False,True,False
DEL002829,ORD002829,500001,True,19,True,False,False
DEL002830,ORD002830,500003,True,54,False,False,False
DEL002831,ORD002831,226001,True,10,False,False,True
DEL002832,ORD002832,700001,False,89,False,False,True
DEL002833,ORD002833,110001,True,18,False,False,False
DEL002834,ORD002834,500002,True,74,False,False,False
DEL002835,ORD002835,700001,True,3,False,False,True
DEL002836,ORD002836,500003,True,37,False,False,False
DEL002837,ORD002837,500003,True,62,False,False,False
DEL002838,ORD002838,500002,True,67,False,False,False
DEL002839,ORD002839,600002,False,34,False,True,False
DEL002840,ORD002840,500003,False,7,False,False,False
DEL002841,ORD002841,110001,True,25,False,False,False
DEL002842,ORD002842,600002,True,69,False,False,False
DEL002843,ORD002843,700001,True,94,False,False,True
DEL002844,ORD002844,226001,True,20,False,False,True
DEL002845,ORD002845,226001,True,1,False,False,True
DEL002846,ORD002846,500003,True,16,False,False,False
DEL002847,ORD002847,500003,True,79,False,False,False
DEL002848,ORD002848,600001,True,29,False,False,False
DEL002849,ORD002849,600002,True,59,True,False,False
DEL002850,ORD002850,226001,True,25,True,False,True
DEL002851,ORD002851,560001,True,77,False,False,True
DEL002852,ORD002852,500002,True,15,False,False,False
DEL002853,ORD002853,226001,True,35,False,False,True
DEL002854,ORD002854,500001,False,70,False,False,False
DEL002855,ORD002855,110002,True,33,False,False,False
DEL002856,ORD002856,560001,True,31,False,False,True
DEL002857,ORD002857,600002,False,51,False,False,False
DEL002858,ORD002858,560001,True,3,False,False,True
DEL002859,ORD002859,560001,True,78,False,False,True
DEL002860,ORD002860,600001,True,1,False,False,False
DEL002861,ORD002861,226001,True,58,False,False,True
DEL002862,ORD002862,500003,True,34,False,False,False
DEL002863,ORD002863,700001,True,40,False,False,True
DEL002864,ORD002864,600001,True,30,False,False,False
DEL002865,ORD002865,110001,True,40,False,False,False
DEL002866,ORD002866,500002,False,70,False,False,False
DEL002867,ORD002867,110002,True,74,False,False,False
DEL002868,ORD002868,110002,False,14,True,False,False
DEL002869,ORD002869,110001,False,57,False,False,False
DEL002870,ORD002870,500001,True,12,False,False,False
DEL002871,ORD002871,500002,True,52,False,False,False
DEL002872,ORD002872,500003,True,71,False,False,False
DEL002873,ORD002873,500003,True,5,False,False,False
DEL002874,ORD002874,110001,True,23,False,False,False
DEL002875,ORD002875,560001,True,61,True,False,True
DEL002876,ORD002876,500003,False,38,False,True,False
DEL002877,ORD002877,600001,False,91,False,False,False
DEL002878,ORD002878,700001,True,77,False,False,True
DEL002879,ORD002879,560001,True,5,False,False,True
DEL002880,ORD002880,560001,True,68,False,False,True
DEL002881,ORD002881,500001,True,10,False,False,False
DEL002882,ORD002882,700001,True,53,False,False,True
DEL002883,ORD002883,110002,False,93,False,False,False
DEL002884,ORD002884,226001,False,77,False,True,True
DEL002885,ORD002885,600001,True,63,False,False,False
DEL002886,ORD002886,110001,False,20,False,False,False
DEL002887,ORD002887,500001,False,90,False,False,False
DEL002888,ORD002888,560001,True,62,False,False,True
DEL002889,ORD002889,700001,True,12,False,False,True
DEL002890,ORD002890,700001,True,82,False,False,True
DEL002891,ORD002891,700001,True,57,True,False,True
DEL002892,ORD002892,500001,False,53,False,False,False
DEL002893,ORD002893,226001,True,93,False,True,True
DEL002894,ORD002894,226001,True,28,False,False,True
DEL002895,ORD002895,226001,True,35,False,False,True
DEL002896,ORD002896,700001,True,69,False,False,True
DEL002897,ORD002897,226001,True,57,False,False,True
DEL002898,ORD002898,110001,False,2,False,False,False
DEL002899,ORD002899,110001,False,72,False,False,False
DEL002900,ORD002900,500001,True,16,False,False,False
DEL002901,ORD002901,500002,True,87,False,False,False
DEL002902,ORD002902,226001,True,80,False,False,True
DEL002903,ORD002903,560001,True,55,False,False,True
DEL002904,ORD002904,500002,True,71,False,False,False
DEL002905,ORD002905,226001,True,87,False,False,True
DEL002906,ORD002906,700001,True,95,False,False,True
DEL002907,ORD002907,600001,True,48,False,False,False
DEL002908,ORD002908,600001,True,16,False,False,False
DEL002909,ORD002909,600002,True,66,False,False,False
DEL002910,ORD002910,110002,False,27,False,False,False
DEL002911,ORD002911,500001,False,83,False,True,False
DEL002912,ORD002912,700001,True,4,False,False,True
DEL002913,ORD002913,110001,True,42,False,False,False
DEL002914,ORD002914,600002,True,26,False,False,False
DEL002915,ORD002915,600002,True,67,False,False,False
DEL002916,ORD002916,500001,True,69,False,False,False
DEL002917,ORD002917,500001,False,69,False,False,False
DEL002918,ORD002918,110002,True,79,True,False,False
DEL002919,ORD002919,500002,True,55,False,False,False
DEL002920,ORD002920,600001,True,88,False,False,False
DEL002921,ORD002921,560001,True,87,False,False,True
DEL002922,ORD002922,110001,True,33,False,False,False
DEL002923,ORD002923,600001,True,6,True,False,False
DEL002924,ORD002924,110002,True,78,True,False,False
DEL002925,ORD002925,110002,False,58,True,False,False
DEL002926,ORD002926,500001,True,31,False,False,False
DEL002927,ORD002927,500001,False,90,False,False,False
DEL002928,ORD002928,600002,True,40,True,False,False
DEL002929,ORD002929,110002,False,68,False,False,False
DEL002930,ORD002930,110001,True,83,False,False,False
DEL002931,ORD002931,500001,True,1,False,True,False
DEL002932,ORD002932,110002,True,11,False,False,False
DEL002933,ORD002933,500001,True,9,False,False,False
DEL002934,ORD002934,500002,False,8,False,False,False
DEL002935,ORD002935,226001,True,88,False,False,True
DEL002936,ORD002936,110002,True,8,False,False,False
DEL002937,ORD002937,500001,True,21,False,False,False
DEL002938,ORD002938,600002,True,5,False,False,False
DEL002939,ORD002939,500003,True,47,False,False,False
DEL002940,ORD002940,600001,False,88,False,False,False
DEL002941,ORD002941,560001,True,54,False,False,True
DEL002942,ORD002942,700001,True,88,False,False,True
DEL002943,ORD002943,110001,True,50,False,False,False
DEL002944,ORD002944,500002,True,44,False,False,False
DEL002945,ORD002945,500002,True,38,False,False,False
DEL002946,ORD002946,700001,True,95,False,False,True
DEL002947,ORD002947,700001,True,92,False,False,True
DEL002948,ORD002948,226001,True,95,False,False,True
DEL002949,ORD002949,110002,False,43,True,True,False
DEL002950,ORD002950,600001,False,2,False,False,False
DEL002951,ORD002951,600001,False,27,False,False,False
DEL002952,ORD002952,500002,True,39,False,False,False
DEL002953,ORD002953,226001,False,19,False,False,True
DEL002954,ORD002954,110001,False,12,True,False,False
DEL002955,ORD002955,110002,True,9,False,False,False
DEL002956,ORD002956,110002,True,47,False,False,False
DEL002957,ORD002957,110001,False,54,False,True,False
DEL002958,ORD002958,110001,True,93,False,False,False
DEL002959,ORD002959,600002,True,93,False,False,False
DEL002960,ORD002960,560001,True,89,False,False,True
DEL002961,ORD002961,600002,False,59,False,False,False
DEL002962,ORD002962,700001,True,95,False,False,True
DEL002963,ORD002963,110002,True,51,False,False,False
DEL002964,ORD002964,500002,True,56,False,False,False
DEL002965,ORD002965,500003,True,62,False,True,False
DEL002966,ORD002966,560001,True,56,False,False,True
DEL002967,ORD002967,700001,True,26,False,True,True
DEL002968,ORD002968,560001,True,90,False,False,True
DEL002969,ORD002969,500002,False,57,False,False,False
DEL002970,ORD002970,226001,True,76,False,False,True
DEL002971,ORD002971,600002,True,58,False,False,False
DEL002972,ORD002972,700001,True,37,True,True,True
DEL002973,ORD002973,560001,False,87,False,False,True
DEL002974,ORD002974,600001,False,15,False,False,False
DEL002975,ORD002975,110002,True,73,False,False,False
DEL002976,ORD002976,500003,True,92,False,False,False
DEL002977,ORD002977,500003,False,88,False,True,False
DEL002978,ORD002978,500003,True,23,False,False,False
DEL002979,ORD002979,110001,True,47,False,False,False
DEL002980,ORD002980,700001,True,51,False,False,True
DEL002981,ORD002981,500003,True,31,False,False,False
DEL002982,ORD002982,500003,False,30,True,False,False
DEL002983,ORD002983,560001,False,95,False,False,True
DEL002984,ORD002984,560001,True,45,False,False,True
DEL002985,ORD002985,226001,False,13,False,False,True
DEL002986,ORD002986,110002,True,7,False,False,False
DEL002987,ORD002987,600001,True,30,False,False,False
DEL002988,ORD002988,500001,True,5,False,False,False
DEL002989,ORD002989,600002,True,76,True,False,False
DEL002990,ORD002990,700001,True,95,False,False,True
DEL002991,ORD002991,110002,True,42,False,False,False
DEL002992,ORD002992,500003,True,22,False,False,False
DEL002993,ORD002993,560001,True,22,False,False,True
DEL002994,ORD002994,600002,True,65,False,False,False
DEL002995,ORD002995,226001,False,22,False,False,True
DEL002996,ORD002996,500002,True,8,False,False,False
DEL002997,ORD002997,500002,True,17,False,False,False
DEL002998,ORD002998,110001,False,48,True,False,False
DEL002999,ORD002999,500003,False,27,True,False,False
DEL003000,ORD003000,110001,True,63,False,False,False
DEL003001,ORD003001,500003,True,14,False,False,False
DEL003002,ORD003002,600001,True,5,False,False,False
