order_id,customer_id,product_id,order_date,quantity,base_price,hidden_fee,discount_applied,delivery_type,cart_abandoned,order_hour,final_price
ORD000982,C03530,P0190,2024-10-31,5,1250.21,99,0,standard,False,0,1349.21
ORD000983,C02327,P0481,2024-08-28,3,199.06,0,50,standard,True,15,149.06
ORD000984,C03040,P0406,2024-05-29,6,197.27,99,0,standard,False,21,296.27
ORD000985,C01976,P0054,2024-01-17,1,1959.85,0,50,express,False,11,1909.85
ORD000986,C01835,P0415,2024-04-28,6,168.7,149,200,quick,True,10,117.69999999999999
ORD000987,C04899,P0339,2024-05-27,4,101.86,99,0,express,True,7,200.86
ORD000988,C00354,P0283,2024-12-27,4,443.9,49,100,standard,False,13,392.9
ORD000989,C01605,P0379,2024-05-24,5,175.75,0,100,standard,False,13,75.75
ORD000990,C04473,P0263,2024-12-25,9,1490.63,0,100,quick,True,21,1390.63
ORD000991,C03195,P0258,2024-08-20,1,1890.98,149,200,standard,True,12,1839.98
ORD000992,C02127,P0349,2024-02-06,3,560.02,149,200,standard,False,22,509.02
ORD000993,C00987,P0088,2024-12-17,4,486.94,149,0,standard,False,17,635.94
ORD000994,C04328,P0436,2024-04-29,2,641.11,49,200,standard,True,9,490.11
ORD000995,C00153,P0221,2024-05-15,9,278.5,0,0,express,False,10,278.5
ORD000996,C00906,P0412,2024-11-16,7,346.64,49,100,quick,False,18,295.64
ORD000997,C03763,P0494,2024-10-28,1,173.51,0,50,express,False,0,123.50999999999999
ORD000998,C01620,P0349,2024-12-04,9,512.98,99,50,quick,False,18,561.98
ORD000999,C03628,P0481,2024-04-11,6,761.17,49,200,quick,False,1,610.17
ORD001000,C03574,P0088,2024-08-05,2,1962.72,49,100,quick,False,4,1911.72
ORD001001,C04418,P0464,2024-02-28,1,1039.46,0,100,quick,False,4,939.46
ORD001002,C00331,P0058,2024-10-05,6,997.78,0,0,express,True,10,997.78
ORD001003,C04338,P0151,2024-04-25,7,356.72,0,0,standard,False,18,356.72
ORD001004,C00429,P0421,2024-11-27,6,1633.31,99,100,standard,True,20,1632.31
ORD001005,C02423,P0027,2024-03-17,7,2154.64,0,200,quick,False,19,1954.6399999999999
ORD001006,C00080,P0224,2024-05-16,6,1983.49,0,200,standard,True,19,1783.49
ORD001007,C01573,P0317,2024-03-13,8,126.7,49,100,quick,True,18,75.69999999999999
ORD001008,C00419,P0483,2024-02-06,2,748.06,99,50,quick,False,12,797.06
ORD001009,C00466,P0050,2024-01-31,9,820.46,0,50,standard,False,12,770.46
ORD001010,C03393,P0262,2024-03-25,9,343.75,0,0,standard,False,6,343.75
ORD001011,C01565,P0278,2024-06-06,9,3515.85,149,100,express,False,12,3564.85
ORD001012,C01518,P0045,2024-10-31,7,339.91,0,50,standard,False,2,289.91
ORD001013,C04030,P0473,2024-10-18,9,269.89,149,200,quick,True,17,218.89
ORD001014,C02035,P0333,2024-05-27,1,562.35,49,0,standard,False,12,611.35
ORD001015,C00803,P0105,2024-08-12,3,372.21,149,0,express,False,6,521.21
ORD001016,C01077,P0283,2024-03-04,2,1903.19,149,100,standard,True,15,1952.19
ORD001017,C01632,P0023,2024-08-27,1,504.97,49,0,standard,False,3,553.97
ORD001018,C01984,P0006,2024-12-18,5,468.52,0,0,standard,False,10,468.52
ORD001019,C00003,P0367,2024-06-04,1,787.19,149,200,standard,False,18,736.19
ORD001020,C00602,P0483,2024-12-24,3,158.22,0,200,quick,False,14,-41.78
ORD001021,C02367,P0486,2024-07-25,6,1088.52,99,200,standard,True,20,987.52
ORD001022,C03675,P0334,2024-05-19,6,1122.92,149,0,quick,False,9,1271.92
ORD001023,C00500,P0432,2024-09-13,3,548.75,149,50,standard,True,2,647.75
ORD001024,C00184,P0002,2024-10-03,4,2280.71,49,200,standard,True,5,2129.71
ORD001025,C03509,P0495,2024-09-09,7,705.15,49,0,standard,False,3,754.15
ORD001026,C03251,P0257,2024-08-12,6,930.75,149,100,standard,False,21,979.75
ORD001027,C03147,P0262,2024-02-11,2,1906.1,149,100,quick,False,17,1955.1
ORD001028,C02940,P0120,2024-11-02,9,867.35,49,100,standard,False,5,816.35
ORD001029,C01295,P0207,2024-01-21,6,494.73,49,50,standard,True,1,493.73
ORD001030,C00054,P0020,2024-08-09,2,116.56,0,100,standard,True,22,16.560000000000002
ORD001031,C01724,P0392,2024-06-14,7,1011.14,0,100,quick,False,19,911.14
ORD001032,C02910,P0139,2024-11-05,4,2443.01,0,0,express,False,15,2443.01
ORD001033,C01870,P0476,2024-05-08,1,543.73,149,50,quick,False,0,642.73
ORD001034,C04172,P0279,2024-01-14,9,389.62,0,50,standard,False,5,339.62
ORD001035,C02343,P0288,2024-02-16,8,611.7,0,0,standard,False,6,611.7
ORD001036,C03290,P0205,2024-04-27,5,1011.49,99,0,standard,False,2,1110.49
ORD001037,C03348,P0042,2024-12-11,3,99.48,0,100,standard,False,12,-0.519999999999996
ORD001038,C01601,P0337,2024-10-21,4,1626.57,49,0,standard,False,9,1675.57
ORD001039,C02793,P0117,2024-10-27,3,1621.32,0,0,standard,False,6,1621.32
ORD001040,C03337,P0004,2024-01-11,8,644.55,49,0,standard,False,7,693.55
ORD001041,C02090,P0206,2024-12-10,5,190.38,99,0,standard,False,9,289.38
ORD001042,C01251,P0122,2024-05-17,8,878.9,149,0,standard,False,21,1027.9
ORD001043,C00170,P0326,2024-10-22,1,202.82,0,200,standard,True,16,2.819999999999993
ORD001044,C02809,P0344,2024-01-21,9,594.85,0,0,standard,False,2,594.85
ORD001045,C02354,P0141,2024-03-30,3,167.82,49,0,express,True,14,216.82
ORD001046,C01773,P0371,2024-08-28,1,721.52,0,0,express,True,1,721.52
ORD001047,C03754,P0231,2024-09-22,3,366.98,0,0,quick,False,11,366.98
ORD001048,C03991,P0163,2024-11-29,2,1343.46,0,0,express,True,16,1343.46
ORD001049,C02081,P0034,2024-08-14,7,1225.42,49,0,quick,False,0,1274.42
ORD001050,C00826,P0363,2024-05-22,4,4638.52,0,200,standard,True,5,4438.52
ORD001051,C01665,P0433,2024-04-02,7,307.42,0,0,standard,False,10,307.42
ORD001052,C00129,P0471,2024-10-26,3,143.66,0,100,standard,False,13,43.66
ORD001053,C01417,P0334,2024-08-11,6,508.64,99,200,standard,False,12,407.64
ORD001054,C03787,P0010,2024-11-21,7,159.96,0,200,standard,False,5,-40.03999999999999
ORD001055,C01407,P0407,2024-09-08,7,236.64,149,100,standard,False,3,285.64
ORD001056,C00593,P0074,2024-02-16,5,735.69,99,200,standard,False,4,634.69
ORD001057,C01037,P0299,2024-08-28,6,726.77,49,0,quick,False,17,775.77
ORD001058,C02128,P0434,2024-06-27,3,130.01,0,100,quick,False,13,30.00999999999999
ORD001059,C03278,P0400,2024-07-28,4,508.51,99,0,standard,True,15,607.51
ORD001060,C04299,P0380,2024-06-19,6,627.84,149,200,quick,False,23,576.84
ORD001061,C00022,P0197,2024-06-13,3,317.41,49,50,standard,True,2,316.41
ORD001062,C01633,P0340,2024-12-09,7,1538.24,49,100,standard,False,12,1487.24
ORD001063,C04001,P0263,2024-02-23,3,221.96,49,0,quick,True,6,270.96000000000004
ORD001064,C04199,P0334,2024-03-23,9,304.03,149,200,express,False,4,253.02999999999997
ORD001065,C01405,P0373,2024-06-17,4,218.55,0,50,quick,False,6,168.55
ORD001066,C01478,P0499,2024-07-29,2,185.74,149,200,standard,False,9,134.74
ORD001067,C01194,P0223,2024-12-21,6,1577.25,0,0,standard,False,13,1577.25
ORD001068,C00575,P0121,2024-09-10,9,326.87,99,0,standard,True,22,425.87
ORD001069,C01606,P0073,2024-05-27,2,996.41,49,0,quick,True,21,1045.4099999999999
ORD001070,C04369,P0027,2024-12-05,4,490.01,99,50,standard,False,15,539.01
ORD001071,C00451,P0462,2024-07-24,5,806.18,0,0,quick,True,5,806.18
ORD001072,C00124,P0395,2024-10-08,9,1942.48,99,200,quick,True,19,1841.48
ORD001073,C03454,P0170,2024-01-19,7,1402.26,0,200,express,True,18,1202.26
ORD001074,C02364,P0465,2024-08-20,5,149.04,49,200,quick,True,9,-1.960000000000008
ORD001075,C01866,P0375,2024-02-15,6,1404.95,99,100,quick,True,18,1403.95
ORD001076,C01683,P0420,2024-06-10,9,519.81,0,200,quick,False,6,319.80999999999995
ORD001077,C00906,P0363,2024-05-09,4,400.7,0,0,standard,False,16,400.7
ORD001078,C03534,P0382,2024-06-14,2,880.15,99,100,standard,True,22,879.15
ORD001079,C00429,P0215,2024-02-29,5,2198.93,99,100,standard,False,21,2197.93
ORD001080,C02751,P0318,2024-07-25,7,168.21,99,100,quick,True,14,167.21000000000004
ORD001081,C03825,P0100,2024-09-20,4,1121.94,149,100,quick,True,8,1170.94
ORD001082,C00361,P0245,2024-01-01,1,258.28,149,50,quick,True,6,357.28
ORD001083,C04891,P0092,2024-12-02,8,433.78,149,200,quick,True,0,382.78
ORD001084,C00431,P0062,2024-10-04,5,1548.05,0,50,quick,False,4,1498.05
ORD001085,C02722,P0265,2024-08-24,2,651.45,99,0,express,False,14,750.45
ORD001086,C04954,P0205,2024-07-30,3,147.89,149,50,standard,False,2,246.89
ORD001087,C03061,P0079,2024-01-28,5,595.56,0,100,express,False,12,495.55999999999995
ORD001088,C03223,P0036,2024-04-06,4,1190.26,0,200,quick,False,19,990.26
ORD001089,C01630,P0010,2024-09-22,9,625.85,0,200,express,False,7,425.85
ORD001090,C04671,P0114,2024-07-04,9,226.81,99,0,quick,False,16,325.81
ORD001091,C04988,P0089,2024-11-14,8,511.2,0,50,standard,True,10,461.2
ORD001092,C00269,P0231,2024-09-12,2,1906.1,0,200,standard,True,18,1706.1
ORD001093,C01123,P0018,2024-11-16,5,850.48,0,0,standard,False,15,850.48
ORD001094,C03176,P0051,2024-08-14,8,1015.24,0,0,standard,False,14,1015.24
ORD001095,C03392,P0373,2024-01-27,8,1178.04,149,50,standard,False,14,1277.04
ORD001096,C04533,P0273,2024-04-14,7,165.55,0,0,quick,True,18,165.55
ORD001097,C01042,P0093,2024-05-16,4,708.82,0,0,quick,True,1,708.82
ORD001098,C01641,P0031,2024-10-08,3,429.03,0,0,standard,False,23,429.03
ORD001099,C02441,P0150,2024-03-08,8,203.89,0,50,standard,False,2,153.89
ORD001100,C03297,P0139,2024-05-27,8,257.58,49,200,standard,False,9,106.57999999999998
ORD001101,C01383,P0057,2024-08-12,5,1162.59,0,0,standard,True,20,1162.59
ORD001102,C03996,P0460,2024-12-23,3,222.29,0,0,quick,False,14,222.29
ORD001103,C00014,P0020,2024-09-05,5,361.2,99,0,standard,True,11,460.2
ORD001104,C01674,P0148,2024-03-03,4,333.71,49,200,standard,False,22,182.70999999999998
ORD001105,C03617,P0220,2024-01-15,8,133.9,49,200,quick,False,22,-17.099999999999994
ORD001106,C01480,P0220,2024-11-18,2,533.13,0,0,express,False,9,533.13
ORD001107,C01745,P0241,2024-11-07,8,1115.49,0,0,standard,False,12,1115.49
ORD001108,C03046,P0218,2024-05-02,6,114.68,49,0,express,False,19,163.68
ORD001109,C04210,P0028,2024-12-29,4,182.58,0,100,express,True,5,82.58000000000001
ORD001110,C00975,P0462,2024-03-22,3,990.54,49,0,quick,True,13,1039.54
ORD001111,C01685,P0046,2024-06-08,5,729.26,149,0,standard,False,7,878.26
ORD001112,C02083,P0395,2024-10-09,6,978.29,0,50,standard,False,5,928.29
ORD001113,C02289,P0057,2024-01-08,1,282.05,149,100,quick,False,19,331.05
ORD001114,C01686,P0424,2024-10-09,1,1238.92,49,0,quick,True,23,1287.92
ORD001115,C04158,P0274,2024-07-27,3,556.57,0,200,quick,False,13,356.57000000000005
ORD001116,C00508,P0139,2024-02-17,2,758.67,0,0,express,True,14,758.67
ORD001117,C00187,P0022,2024-04-25,1,166.68,0,50,standard,False,12,116.68
ORD001118,C02782,P0388,2024-02-28,8,259.62,99,50,standard,True,21,308.62
ORD001119,C04188,P0377,2024-08-24,1,1138.07,0,200,quick,True,5,938.0699999999999
ORD001120,C04100,P0409,2024-03-01,8,276.44,0,200,standard,False,22,76.44
ORD001121,C03509,P0372,2024-11-27,5,166.97,0,200,standard,True,18,-33.03
ORD001122,C03517,P0062,2024-03-19,4,735.53,149,100,standard,True,3,784.53
ORD001123,C02072,P0051,2024-09-12,8,654.75,0,50,express,False,12,604.75
ORD001124,C00097,P0265,2024-05-29,8,754.36,149,200,quick,False,22,703.36
ORD001125,C01291,P0341,2024-09-17,8,773.19,49,50,standard,True,1,772.19
ORD001126,C03464,P0166,2024-12-27,3,584.48,49,100,standard,False,7,533.48
ORD001127,C01787,P0150,2024-05-19,8,575.54,0,100,standard,False,5,475.53999999999996
ORD001128,C00683,P0010,2024-07-31,1,1904.44,0,50,quick,False,8,1854.44
ORD001129,C01132,P0475,2024-09-04,4,633.32,149,200,quick,False,20,582.32
ORD001130,C04122,P0094,2024-08-29,5,771.35,0,0,standard,False,17,771.35
ORD001131,C03204,P0071,2024-05-04,6,316.4,0,0,standard,False,9,316.4
ORD001132,C03123,P0383,2024-08-21,5,1533.07,99,50,express,False,21,1582.07
ORD001133,C03836,P0486,2024-10-09,5,116.27,49,100,standard,False,2,65.26999999999998
ORD001134,C04876,P0047,2024-03-15,5,669.29,49,200,standard,True,22,518.29
ORD001135,C01614,P0347,2024-07-15,9,437.99,99,0,quick,False,23,536.99
ORD001136,C01041,P0271,2024-04-07,3,747.27,0,50,standard,False,23,697.27
ORD001137,C02865,P0429,2024-11-02,2,411.59,49,0,standard,False,6,460.59
ORD001138,C00854,P0430,2024-09-17,2,984.32,0,0,standard,True,15,984.32
ORD001139,C02026,P0499,2024-03-10,8,113.38,0,100,standard,False,13,13.379999999999995
ORD001140,C01987,P0094,2024-02-05,5,463.48,0,100,standard,False,17,363.48
ORD001141,C02550,P0232,2024-05-21,5,1344.59,0,100,standard,True,3,1244.59
ORD001142,C00239,P0047,2024-07-31,6,300.56,149,50,quick,True,11,399.56
ORD001143,C00489,P0207,2024-06-23,9,136.94,99,0,quick,False,2,235.94
ORD001144,C03851,P0452,2024-09-16,7,579.35,149,0,standard,False,3,728.35
ORD001145,C01036,P0226,2024-05-16,5,2725.53,149,100,quick,True,16,2774.53
ORD001146,C01338,P0408,2024-01-02,5,145.42,0,100,express,False,10,45.41999999999999
ORD001147,C04780,P0076,2024-05-24,9,149.84,0,200,quick,False,13,-50.16
ORD001148,C03269,P0348,2024-06-01,9,731.91,0,0,standard,True,14,731.91
ORD001149,C02554,P0218,2024-10-27,2,300.44,0,100,standard,False,5,200.44
ORD001150,C03500,P0359,2024-10-23,7,468.62,49,100,quick,False,8,417.62
ORD001151,C03862,P0080,2024-12-03,1,1341.46,99,100,quick,True,6,1340.46
ORD001152,C01767,P0036,2024-09-07,4,254.19,99,200,quick,False,16,153.19
ORD001153,C04708,P0101,2024-03-17,2,988.33,0,0,standard,False,1,988.33
ORD001154,C00161,P0190,2024-08-16,9,590.51,49,0,standard,False,14,639.51
ORD001155,C00655,P0028,2024-10-02,6,1746.4,149,0,quick,True,0,1895.4
ORD001156,C03006,P0313,2024-09-04,4,2626.36,99,200,quick,False,2,2525.36
ORD001157,C04716,P0252,2024-06-25,3,563.46,49,50,standard,True,20,562.46
ORD001158,C03506,P0250,2024-06-19,4,714.04,0,200,standard,False,22,514.04
ORD001159,C01256,P0225,2024-10-09,2,1057.86,49,0,standard,False,21,1106.86
ORD001160,C02158,P0093,2024-10-05,5,367.6,0,200,quick,False,23,167.60000000000002
ORD001161,C01951,P0414,2024-07-12,9,279.0,0,0,standard,True,14,279.0
ORD001162,C00749,P0085,2024-08-21,6,2439.42,0,100,quick,False,12,2339.42
ORD001163,C00708,P0109,2024-06-13,2,495.7,0,0,quick,True,10,495.7
ORD001164,C01621,P0216,2024-04-06,6,100.11,0,200,standard,True,23,-99.89
ORD001165,C04136,P0195,2024-12-23,9,1371.9,149,50,quick,False,12,1470.9
ORD001166,C04655,P0482,2024-05-02,4,739.82,0,0,quick,False,6,739.82
ORD001167,C00465,P0296,2024-10-19,1,228.22,99,200,express,True,12,127.22000000000003
ORD001168,C03995,P0433,2024-07-15,2,120.42,0,0,quick,False,1,120.42
ORD001169,C01100,P0043,2024-04-29,5,340.21,149,0,standard,False,0,489.21
ORD001170,C01713,P0392,2024-07-29,7,1939.67,49,100,quick,False,8,1888.67
ORD001171,C04585,P0442,2024-01-23,8,1996.29,49,100,quick,True,3,1945.29
ORD001172,C00116,P0089,2024-06-11,3,359.76,0,200,standard,False,22,159.76
ORD001173,C02481,P0474,2024-08-30,9,1364.23,49,0,standard,False,4,1413.23
ORD001174,C00195,P0154,2024-12-27,2,507.18,149,0,standard,False,10,656.1800000000001
ORD001175,C04714,P0465,2024-07-14,4,842.62,99,0,standard,False,21,941.62
ORD001176,C01474,P0477,2024-07-16,4,383.99,0,0,standard,False,23,383.99
ORD001177,C02472,P0108,2024-12-05,6,606.93,0,50,express,True,14,556.93
ORD001178,C04129,P0058,2024-11-29,6,342.48,0,100,standard,True,15,242.48000000000002
ORD001179,C03054,P0109,2024-03-18,3,143.14,49,50,standard,False,14,142.14
ORD001180,C01274,P0478,2024-09-10,9,204.07,49,50,express,False,2,203.07
ORD001181,C03709,P0105,2024-01-19,5,339.41,0,0,quick,False,2,339.41
ORD001182,C00338,P0386,2024-03-05,2,2717.23,99,0,quick,False,17,2816.23
ORD001183,C03511,P0220,2024-09-14,6,2459.26,49,0,standard,False,21,2508.26
ORD001184,C04275,P0262,2024-10-29,3,1329.81,0,100,standard,False,7,1229.81
ORD001185,C04717,P0081,2024-06-18,8,284.24,0,0,quick,False,22,284.24
ORD001186,C03299,P0271,2024-02-21,3,506.88,49,50,express,False,14,505.88
ORD001187,C01656,P0048,2024-08-13,5,504.6,149,0,standard,True,4,653.6
ORD001188,C00642,P0376,2024-02-21,4,441.54,149,0,quick,True,15,590.54
ORD001189,C01680,P0031,2024-09-26,4,131.14,0,0,standard,False,8,131.14
ORD001190,C01350,P0485,2024-08-21,2,634.29,149,0,standard,False,5,783.29
ORD001191,C00618,P0088,2024-01-08,8,151.92,49,50,quick,False,5,150.92
ORD001192,C01169,P0427,2024-03-14,3,1232.35,0,0,quick,False,0,1232.35
ORD001193,C00251,P0479,2024-07-28,4,921.79,149,0,standard,False,19,1070.79
ORD001194,C00301,P0018,2024-12-01,6,403.5,0,0,quick,True,3,403.5
ORD001195,C03141,P0002,2024-03-20,9,828.17,99,0,quick,True,5,927.17
ORD001196,C01566,P0377,2024-02-08,4,284.72,0,100,standard,False,9,184.72000000000003
ORD001197,C03164,P0059,2024-08-28,3,314.76,149,200,standard,True,3,263.76
ORD001198,C03957,P0418,2024-05-15,5,362.95,0,100,express,False,17,262.95
ORD001199,C02210,P0241,2024-06-22,9,1215.22,99,0,quick,False,23,1314.22
ORD001200,C03152,P0028,2024-11-15,1,264.62,49,100,quick,True,12,213.62
ORD001201,C03659,P0074,2024-12-20,5,678.13,0,100,quick,True,5,578.13
ORD001202,C00611,P0069,2024-07-22,4,255.61,0,0,standard,True,2,255.61
ORD001203,C01943,P0082,2024-11-28,5,333.87,0,0,standard,True,21,333.87
ORD001204,C00073,P0356,2024-02-11,7,286.96,99,0,standard,False,0,385.96
ORD001205,C02873,P0172,2024-06-17,7,823.96,49,50,quick,False,21,822.96
ORD001206,C04637,P0410,2024-12-11,7,622.66,49,0,quick,False,8,671.66
ORD001207,C00156,P0196,2024-09-30,1,993.33,99,100,quick,False,4,992.3299999999999
ORD001208,C03558,P0345,2024-07-13,9,272.87,0,50,quick,True,14,222.87
ORD001209,C00255,P0418,2024-06-11,7,105.43,0,50,standard,True,11,55.43000000000001
ORD001210,C03110,P0146,2024-11-16,4,897.72,0,100,quick,True,5,797.72
ORD001211,C01051,P0272,2024-09-06,4,184.4,149,0,quick,False,6,333.4
ORD001212,C02417,P0034,2024-10-04,2,296.94,49,0,standard,False,22,345.94
ORD001213,C02256,P0494,2024-01-19,6,354.38,49,0,standard,False,1,403.38
ORD001214,C02634,P0112,2024-11-12,3,1060.51,149,100,quick,False,21,1109.51
ORD001215,C02896,P0460,2024-02-05,1,787.25,149,0,express,True,17,936.25
ORD001216,C01891,P0205,2024-04-30,5,241.57,99,200,quick,False,6,140.57
ORD001217,C03683,P0157,2024-11-19,6,736.72,0,50,standard,True,14,686.72
ORD001218,C04411,P0252,2024-12-16,5,961.06,0,50,quick,True,22,911.06
ORD001219,C03464,P0121,2024-05-27,5,443.74,0,200,standard,False,1,243.74
ORD001220,C02491,P0047,2024-04-26,8,296.61,149,0,quick,True,20,445.61
ORD001221,C03739,P0184,2024-02-16,1,894.38,49,0,quick,False,16,943.38
ORD001222,C01775,P0490,2024-08-10,8,759.73,0,200,standard,False,20,559.73
ORD001223,C03936,P0272,2024-02-20,7,155.78,49,200,quick,False,21,4.780000000000001
ORD001224,C01970,P0100,2024-11-20,1,868.06,49,50,standard,True,22,867.06
ORD001225,C03719,P0014,2024-12-26,9,568.31,0,0,standard,True,21,568.31
ORD001226,C03953,P0127,2024-02-21,4,1078.9,0,0,standard,False,3,1078.9
ORD001227,C02492,P0209,2024-08-15,7,247.13,99,0,quick,False,12,346.13
ORD001228,C04665,P0111,2024-03-26,3,308.09,149,0,express,True,22,457.09
ORD001229,C00648,P0269,2024-12-21,8,647.63,0,0,quick,True,9,647.63
ORD001230,C01640,P0141,2024-06-02,4,559.09,0,100,quick,False,14,459.09000000000003
ORD001231,C04434,P0172,2024-01-15,2,440.85,149,200,standard,True,1,389.85
ORD001232,C00528,P0352,2024-01-24,2,1058.39,149,200,quick,True,19,1007.3900000000001
ORD001233,C02101,P0165,2024-06-15,8,681.29,0,0,standard,False,0,681.29
ORD001234,C00418,P0446,2024-01-29,8,966.17,49,0,quick,True,1,1015.17
ORD001235,C02352,P0118,2024-05-30,1,215.45,0,0,standard,False,12,215.45
ORD001236,C03509,P0202,2024-07-02,6,1012.92,49,200,standard,False,6,861.9200000000001
ORD001237,C00084,P0010,2024-07-10,9,532.31,49,0,express,False,7,581.31
ORD001238,C02299,P0248,2024-08-08,9,123.05,0,200,express,True,11,-76.95
ORD001239,C01751,P0303,2024-03-15,2,286.05,149,200,quick,False,7,235.05
ORD001240,C04221,P0247,2024-05-05,8,117.27,149,50,quick,True,6,216.26999999999998
ORD001241,C02657,P0153,2024-09-28,8,526.29,0,50,quick,False,2,476.28999999999996
ORD001242,C03975,P0322,2024-07-29,4,375.04,0,100,express,False,0,275.04
ORD001243,C02351,P0024,2024-10-16,4,3163.6,49,100,standard,False,13,3112.6
ORD001244,C03099,P0464,2024-12-15,5,1519.15,0,0,express,False,0,1519.15
ORD001245,C01289,P0444,2024-04-02,7,1321.77,149,0,express,True,0,1470.77
ORD001246,C03123,P0341,2024-03-28,1,585.77,49,200,quick,False,10,434.77
ORD001247,C02702,P0220,2024-03-30,9,1250.86,49,0,quick,False,6,1299.86
ORD001248,C00643,P0109,2024-02-10,3,316.3,0,50,standard,True,21,266.3
ORD001249,C02905,P0409,2024-11-08,4,674.72,99,200,express,True,21,573.72
ORD001250,C04067,P0417,2024-07-14,7,448.36,0,0,quick,False,2,448.36
ORD001251,C04063,P0089,2024-11-13,5,230.56,0,50,quick,False,7,180.56
ORD001252,C04669,P0264,2024-12-15,5,151.77,149,100,quick,False,3,200.76999999999998
ORD001253,C02922,P0039,2024-05-03,1,670.86,49,0,express,False,21,719.86
ORD001254,C02021,P0458,2024-09-11,2,170.92,149,0,standard,True,5,319.91999999999996
ORD001255,C03624,P0262,2024-10-25,5,985.1,0,0,standard,False,23,985.1
ORD001256,C02870,P0157,2024-03-14,2,1879.98,0,50,standard,False,5,1829.98
ORD001257,C03118,P0117,2024-04-28,1,222.8,0,0,standard,False,1,222.8
ORD001258,C00136,P0449,2024-08-24,3,544.66,0,50,standard,False,13,494.65999999999997
ORD001259,C04225,P0255,2024-11-22,1,1038.66,0,50,quick,False,16,988.6600000000001
ORD001260,C01218,P0413,2024-05-10,8,335.63,0,0,standard,True,3,335.63
ORD001261,C01017,P0195,2024-08-23,8,1873.73,0,100,quick,False,10,1773.73
ORD001262,C03700,P0313,2024-05-10,8,1634.4,0,100,standard,False,10,1534.4
ORD001263,C04527,P0310,2024-12-07,7,175.68,0,200,express,False,17,-24.319999999999993
ORD001264,C03140,P0013,2024-01-05,7,118.45,0,50,quick,False,20,68.45
ORD001265,C03529,P0460,2024-08-26,2,2723.29,49,0,standard,True,6,2772.29
ORD001266,C02587,P0117,2024-05-27,9,2293.09,0,50,standard,True,19,2243.09
ORD001267,C02382,P0216,2024-12-12,7,483.07,99,200,quick,False,6,382.06999999999994
ORD001268,C02605,P0204,2024-10-06,5,135.32,99,0,standard,False,17,234.32
ORD001269,C03087,P0076,2024-03-21,4,774.24,0,50,quick,True,12,724.24
ORD001270,C03527,P0420,2024-02-07,8,342.11,0,100,standard,True,13,242.11
ORD001271,C02557,P0379,2024-08-14,5,2031.16,99,100,standard,False,3,2030.1599999999999
ORD001272,C00208,P0171,2024-06-25,6,1207.17,49,200,standard,False,7,1056.17
ORD001273,C03810,P0389,2024-10-27,4,833.06,49,100,quick,True,6,782.06
ORD001274,C04153,P0025,2024-06-02,2,333.35,49,50,standard,False,3,332.35
ORD001275,C02007,P0127,2024-11-23,7,944.75,0,200,standard,False,11,744.75
ORD001276,C02863,P0373,2024-08-05,2,337.92,149,0,quick,False,10,486.92
ORD001277,C03376,P0141,2024-12-19,7,125.85,149,200,standard,False,5,74.85000000000002
ORD001278,C01368,P0391,2024-05-08,7,596.11,0,100,standard,False,0,496.11
ORD001279,C03800,P0023,2024-08-21,1,568.54,49,0,quick,False,12,617.54
ORD001280,C01037,P0469,2024-06-03,3,1106.8,99,200,express,True,20,1005.8
ORD001281,C04472,P0231,2024-04-11,3,1504.24,0,50,standard,True,10,1454.24
ORD001282,C02290,P0422,2024-07-15,6,405.38,0,200,standard,False,0,205.38
ORD001283,C00992,P0176,2024-09-04,3,516.82,149,100,standard,False,12,565.82
ORD001284,C02938,P0340,2024-02-24,9,543.94,0,200,standard,True,6,343.94000000000005
ORD001285,C04510,P0234,2024-05-01,5,373.33,99,50,express,False,14,422.33
ORD001286,C00393,P0318,2024-07-14,6,1051.13,99,50,quick,False,7,1100.13
ORD001287,C03686,P0025,2024-10-19,6,615.85,0,100,standard,False,2,515.85
ORD001288,C04824,P0265,2024-07-02,8,1816.03,99,50,standard,True,21,1865.03
ORD001289,C00357,P0460,2024-10-21,3,834.5,49,100,standard,False,8,783.5
ORD001290,C04004,P0361,2024-05-31,9,265.69,99,200,express,False,20,164.69
ORD001291,C01181,P0116,2024-12-24,7,225.07,0,200,standard,True,19,25.069999999999993
ORD001292,C02065,P0057,2024-05-31,6,425.08,0,0,express,True,11,425.08
ORD001293,C03902,P0269,2024-01-12,1,397.25,0,100,standard,False,1,297.25
ORD001294,C03418,P0328,2024-12-03,4,464.95,99,0,standard,True,2,563.95
ORD001295,C03129,P0454,2024-07-21,5,240.99,49,100,standard,False,6,189.99
ORD001296,C00154,P0294,2024-05-20,2,2777.82,149,200,standard,True,13,2726.82
ORD001297,C03558,P0121,2024-01-05,1,209.24,49,200,standard,False,9,58.24000000000001
ORD001298,C01554,P0158,2024-10-16,2,839.19,0,50,standard,False,19,789.19
ORD001299,C00486,P0177,2024-12-17,8,108.21,0,0,standard,True,15,108.21
ORD001300,C01382,P0143,2024-01-26,6,464.75,49,0,quick,True,3,513.75
ORD001301,C02415,P0327,2024-11-06,2,357.92,149,0,standard,True,22,506.92
ORD001302,C01070,P0367,2024-09-11,9,435.91,149,100,express,False,17,484.9100000000001
ORD001303,C02254,P0306,2024-05-26,8,581.52,0,100,standard,True,18,481.52
ORD001304,C01506,P0398,2024-04-27,4,741.06,0,200,standard,False,5,541.06
ORD001305,C01875,P0088,2024-11-06,7,712.13,149,50,standard,False,8,811.13
